"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1938668570432651270","Fri Jun 27 18:39:40 +0000 2025","0"," Saya gak percaya IKN Andrinof: Demi keadilan Ade: IKN untuk keadilan jgn Jawa aja Jokowi: Menara Bubble sy Pak JK? Dukun aja gk bs jwb Sultan: Mistis Artinya dia itu menanggungi kedunguan pendukungnya (RG) #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/AsdHDLtNAv","1938668570432651270","https://pbs.twimg.com/amplify_video_thumb/1938668500073226241/img/EmCsW0SNkLTlA2W2.jpg","","in","","0","1","0","https://x.com/undefined/status/1938668570432651270","1604064608913723394",
"1938607076932211039","Fri Jun 27 18:20:09 +0000 2025","0","@ArtaN7707 Soft Bank mundur. Jadi Softex aja gmn kan pas di pasang saat mens wanita penggibur IKN","1938663658122551783","","ArtaN7707","in","","0","0","0","https://x.com/undefined/status/1938663658122551783","1424245502963376132",
"1938661533409784197","Fri Jun 27 18:11:42 +0000 2025","8","Jokowi kelar! Adili Jokowi lengserkan Gibran! Usut dugaan KKN dan TPPU keluarga Jokowi yang sudah dilaporkan ke @KPK_RI 6/2/2025: Menteri PU sebut anggaran IKN Diblokir Sri Mulyani: Uangnya Tidak Ada #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/fl9e3ki3LE","1938661533409784197","https://pbs.twimg.com/media/GueCYmiaoAEJSQs.jpg","","in","","0","0","5","https://x.com/undefined/status/1938661533409784197","1604064608913723394",
"1938657921782686005","Fri Jun 27 17:57:21 +0000 2025","0","OTT KPK DAN IKN @KPK_RI yang lemah saat ini kita kasih tugas khusus saja untuk menangkapi KORUPTOR kelas teri target OTT 30 JT-25M saja tapi targetnya dari seluruh Indonesia jumlahnya harus mencapai 1jt orang. Operasi ini harus diberikan payung hukum dalam bentuk Kepres dimana","1938657921782686005","","","in","","0","0","0","https://x.com/undefined/status/1938657921782686005","1851408133031358464",
"1938657911288537242","Fri Jun 27 17:57:19 +0000 2025","0","kp telat masuk kuliah telat ntar masuk kuliah bentar trus izin lagi karna mau ke ikn aowksksk","1938657911288537242","","","in","","0","0","0","https://x.com/undefined/status/1938657911288537242","1260757658799206401",
"1938506598139523447","Fri Jun 27 16:08:02 +0000 2025","0","@Bacoleng Terus pindah kmn .ke IKN?","1938630410046771333","","Bacoleng","in","","0","0","0","https://x.com/undefined/status/1938630410046771333","2700740070",
"1938608215014711702","Fri Jun 27 14:39:50 +0000 2025","4","UU IKN adalah produk hukum yang tidak melalui proses pembahasan publik tapi ditentukan berdasarkan kekuasaan 6 Februari 2025: Proyek IKN Mangkrak Dana Pembangunan Diblokir dan Seluruh Pekerja Dipulangkan #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/QrRkTtd7j0","1938608215014711702","https://pbs.twimg.com/amplify_video_thumb/1938608150539845632/img/UWbTTPHeSekgdlBt.jpg","","in","","0","1","2","https://x.com/undefined/status/1938608215014711702","1604064608913723394",
"1938602267537707051","Fri Jun 27 14:39:44 +0000 2025","1","@ebonXboy @syudahbiasa Cocok buat IKN. Merayap rata di tralis tembaga GothamCity. Pasti keren. Ijo berubah jd coklat","1938608186904494386","","ebonXboy","in","","0","0","0","https://x.com/undefined/status/1938608186904494386","1825333193568129024",
"1938607863183897086","Fri Jun 27 14:38:28 +0000 2025","0","Jokowi memang wajib diadili. IKN hingga September 2024 sudah menelan 82 T. Sedangkan Hambalang yang hanya 2 5 T saja jadi aib SBY seumur hidup. Hukum gantung Jokowi! #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta","1938607868388987371","","ArtaN7707","in","","0","0","0","https://x.com/undefined/status/1938607868388987371","1604064608913723394",
"1938607520492503534","Fri Jun 27 14:37:05 +0000 2025","1","29 Agustus 2024: Ini perampokan warga Sepaku Tanahnya Hanya Dihargai Rp6. 700/M2 untuk Megaproyek IKN #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/9dQ7Im3Agt","1938607520492503534","https://pbs.twimg.com/media/GudRQyGbwAADws2.jpg","","in","","0","0","0","https://x.com/undefined/status/1938607520492503534","1604064608913723394",
"1938607347372589075","Fri Jun 27 14:36:23 +0000 2025","2","IKN itu tempatnya orang2 tak bernurani. Rempang berdarah2 Erick Thohir menteri2 dan Jokowi nyanyi2 joged2 di IKN. Seperti sengaja menghina rakyat. PS ketemu kepala2 negara di Paris Jokowi boyong buzzer Gading Martin dkk pesta2 di IKN #KembalikanIbuKotaKeJakarta https://t.co/eh9f3tDvcP","1938607347372589075","https://pbs.twimg.com/amplify_video_thumb/1938607287318568960/img/dGTJWmU1McUFlrYZ.jpg","","in","","0","1","0","https://x.com/undefined/status/1938607347372589075","1604064608913723394",
"1938607076932211039","Fri Jun 27 14:35:19 +0000 2025","33"," IKN awalnya dapet investor Soft Bank Jepang. Tapi mundur. Jokowi pasarkan ke berbagai negara gak laku. Supaya gak malu diundanglah Aguan. Aguan bangun hotel Nusantara 200 M untuk menyelamatkan wajah presiden dengan kompensasi PSN #KembalikanIbuKotaKeJakarta https://t.co/FUVT4eJ8f0","1938607076932211039","https://pbs.twimg.com/amplify_video_thumb/1938607002525294592/img/3Nx_QBavbmIgHiqN.jpg","","in","","0","3","26","https://x.com/undefined/status/1938607076932211039","1604064608913723394",
"1938573782782033983","Fri Jun 27 14:33:57 +0000 2025","0","@leonjwincuties dripada di ikn ngel makin jauh nnti","1938606733058007449","","leonjwincuties","in","","0","1","0","https://x.com/undefined/status/1938606733058007449","1420982545605296130",
"1938606624912093304","Fri Jun 27 14:33:31 +0000 2025","19","Di video lain Aguan investasi cuma 200 M untuk bangun Hotel Nusantara. Di video ini dibilang 20 T. 20 T itu dari APBN tapi diklaim investasi Aguan dkk ke IKN? Terima kasih Pak Aguan dkk. Beliau2 ini gak mau memulai dengan 20 T klu gak ada cuannya #KembalikanIbuKotaKeJakarta https://t.co/I3eh5DZwRy","1938606624912093304","https://pbs.twimg.com/amplify_video_thumb/1938606563801071617/img/VQADqWA4HGvZty87.jpg","","in","","1","2","13","https://x.com/undefined/status/1938606624912093304","1604064608913723394",
"1938606196124176802","Fri Jun 27 14:31:49 +0000 2025","3","Dosen turun aksi Indonesia Gelap. Darurat pendidikan! Kamis 20 Februari 2025 Jl. Mampang Prapatan XIV No. 11 (Labor Coffee) Nyooookkkk!!! Adili Jokowi Dewa Kegelapan! Makzulkan Fufufafa! Batalkan IKN! #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/TSUKp3IoSW","1938606196124176802","https://pbs.twimg.com/media/GudQDmea4AAZxxF.jpg","","in","","0","1","1","https://x.com/undefined/status/1938606196124176802","1604064608913723394",
"1938579655067590800","Fri Jun 27 14:31:25 +0000 2025","0","@nona31_5 biar cepet diambil daripada mangkrak kayak IKN","1938606095586787832","","nona31_5","in","","0","0","0","https://x.com/undefined/status/1938606095586787832","1878474589413748737",
"1938606025793569118","Fri Jun 27 14:31:08 +0000 2025","0","Jadi 86 yang mana Jenderal? 10 Februari 2025: Tegas Prabowo Larang Pejabat ke Luar Negeri Selama 5 Tahun demi Efisiensi Anggaran 13 Februari 2025: Desain IKN Direvisi Prabowo Minta Studi Banding ke Turki dan India #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/OwTi6fYIOh","1938606025793569118","https://pbs.twimg.com/media/GudP5sIacAA40w3.jpg","","in","","0","0","0","https://x.com/undefined/status/1938606025793569118","1604064608913723394",
"1938604749097500977","Fri Jun 27 14:26:04 +0000 2025","1","Pencho yee idk aur ikn ka kya matlab hai koi batayega.......gen ~z","1938604749097500977","","","in","","0","0","1","https://x.com/undefined/status/1938604749097500977","1535282066861895682",
"1938597934716854567","Fri Jun 27 14:13:20 +0000 2025","4","@B4r4_Akbar Sekte 58 udah merasa menang. Kita daftarin aje @tekarok007 transmigrasi ke IKN juli 2025‼️ siang bersih2 rumput. Sore jd PSK. Menyala pastinya","1938601545530290575","","B4r4_Akbar","in","","0","2","0","https://x.com/undefined/status/1938601545530290575","1825333193568129024",
"1938405169479500242","Fri Jun 27 14:05:15 +0000 2025","1","@BelengBeleng687 @Yoechan_ @DolfieOtay @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @ArdieSuhardi321 @OktermanLkmn @se_raden997370 @PahetKopi28207 @FreeStranger13 @secr3thm4nz56 @4nw4r__84 @C1ntaT4nahA1r3_ @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun @Sumanto59653397 @RENIEKA2012 @Amans4 @Enggang_Kaltim @dankelha @KiYang4343 @toniwahyudi21 @NawawiAlMaroni @RusdiridwanS @abah_mumtaz @dewimajid4 @syeifm @MentriGoblok35 @OdriSeva @irawanjayakarta @BosPurwa @Mdy_Asmara1701 @sagatingteng @ommi_siregar @j_lomungil @xix0_3 @naaooollll @Sandika_Noor @panglima_z @Dzoel_999 Gantung di IKN","1938599511619969345","","BelengBeleng687","in","","0","0","0","https://x.com/undefined/status/1938599511619969345","1652691517",
"1938598556773875759","Fri Jun 27 14:01:28 +0000 2025","0","Otorita IKN Gelontorkan Rp313 Miliar untuk Penataan Kawasan Sepaku dan RTH https://t.co/pUtqWHnXJh","1938598556773875759","","","in","","0","0","0","https://x.com/undefined/status/1938598556773875759","1578222594",
"1938595657222410550","Fri Jun 27 13:49:56 +0000 2025","2"," IKN sekarang jadi tempat tinggal . . jangkrik! IKN sungguh hijau karena ilalang rumput liar dan tumbuhan lainnya. Padahal biaya perawatan 1 4 T per bulaaaaannnn #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/DHMOCJaglw","1938595657222410550","https://pbs.twimg.com/amplify_video_thumb/1938595547352637440/img/UDl8srdlNyp0YHxb.jpg","","in","","0","1","0","https://x.com/undefined/status/1938595657222410550","1604064608913723394",
"1938595355433800069","Fri Jun 27 13:48:44 +0000 2025","3","7 Maret 2025: Warga Dayak Gugat UU IKN ke MK: Penggunaan Hak Tanah 80-95 Tahun Terlalu Lama #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/QOrGUYHUsd","1938595355433800069","https://pbs.twimg.com/media/GudGMiraEAAn1rD.jpg","","in","","0","0","1","https://x.com/undefined/status/1938595355433800069","1604064608913723394",
"1938595184599818631","Fri Jun 27 13:48:04 +0000 2025","1","Kampanye di IKN . . Pertanyaan mahasiswa ini tak pernah terjawab oleh Gibran sampai kampanye usai bahkan sampai kini. #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/79U2dtL2hy","1938595184599818631","https://pbs.twimg.com/amplify_video_thumb/1938595090248986624/img/_VP6GnmHt09S3LU4.jpg","","in","","0","0","0","https://x.com/undefined/status/1938595184599818631","1604064608913723394",
"1938594905817055471","Fri Jun 27 13:46:57 +0000 2025","3","Kenapa eh kenapa? Ada apa dengan IKN? Salat Idul Fitri 2025 di Masjid IKN Batal digelar #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/tpE3fu2TFA","1938594905817055471","https://pbs.twimg.com/media/GudFyT_bMAAqNUs.jpg","","in","","0","2","0","https://x.com/undefined/status/1938594905817055471","1604064608913723394",
"1938594367914291627","Fri Jun 27 13:44:49 +0000 2025","0","Sistem drainase di sekitar Tol IKN buruk warga kebanjiran. Hujan 30 menit debit air sudah tinggi air meluap. Tanah juga longsor. Pembuatan drainase disebut seperti main2 #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/xScBZjgXy3","1938594367914291627","https://pbs.twimg.com/amplify_video_thumb/1938594297798074368/img/aVoO1GSM28o8mK-Z.jpg","","in","","0","0","0","https://x.com/undefined/status/1938594367914291627","1604064608913723394",
"1938593981908361641","Fri Jun 27 13:43:17 +0000 2025","7","Tanda2 mangkrak makin jelas. Menteri PU Cabut Aturan Terkait Satgas Pembangunan IKN #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/IhbBspZdvo","1938593981908361641","https://pbs.twimg.com/media/GudE8rQbkAAnjxl.jpg","","in","","0","2","1","https://x.com/undefined/status/1938593981908361641","1604064608913723394",
"1938593606924935176","Fri Jun 27 13:41:47 +0000 2025","0","Sifat karya sesuai dengan kreatornya? Pada Februari 2025 misalnya dua pekerja seks ditangkap mengaku melayani pekerja IKN sebagai klien utama. 2/5/2025: https://t.co/CH3Ec7JqpU #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/4fUZzHnqjr","1938593606924935176","https://pbs.twimg.com/media/GudEm4bbAAAcIi6.jpg","","in","","0","1","0","https://x.com/undefined/status/1938593606924935176","1604064608913723394",
"1938593387839696972","Fri Jun 27 13:40:55 +0000 2025","3","Cina bukan investasi tapi invasi. Gantung Jokowi! 30/5/2025: China Pimpin Gelombang Investasi di IKN Meroket Hampir Rp 70 Triliun https://t.co/m9fBiFeLpH #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/ogj8sqz65J","1938593387839696972","https://pbs.twimg.com/media/GudEaOAbsAEMwWH.jpg","","in","","0","1","0","https://x.com/undefined/status/1938593387839696972","1604064608913723394",
"1938593142607163878","Fri Jun 27 13:39:57 +0000 2025","4","Macron datang Gibran ke IKN. Prabowo mendaulat AHY untuk mengkawal Macron selama kunjungannya di Indonesia. Gibran gak dipercaya kawal macaroni? #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/2ibqCXQMbR","1938593142607163878","https://pbs.twimg.com/amplify_video_thumb/1938593077721178112/img/AFbC3Yd83LhEaAFr.jpg","","in","","0","1","0","https://x.com/undefined/status/1938593142607163878","1604064608913723394",
"1938592691388080454","Fri Jun 27 13:38:09 +0000 2025","5","IKN Ikatan Keluarga Nyolong Jokowi Gibran Kaesang Bobby kahiyang Iriana. Awalnya dia yg ngajak kerjasama kelola 4 pulau. Sekarang dia yang nolak kerjasama. Menantu dan mertua sama saja: mulutnya mencla mencle semua #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/x4D8SHAOVc","1938592691388080454","https://pbs.twimg.com/amplify_video_thumb/1938592624438640640/img/IZOCW6cK1KyU58MS.jpg","","in","","0","2","1","https://x.com/undefined/status/1938592691388080454","1604064608913723394",
"1938592362219164077","Fri Jun 27 13:36:51 +0000 2025","0"," Targetnya Pak Prabowo itu 17 Agustus 2028 itu sudah berkantor di sana 17 Agustus 2029 eksekutif legislatif yudikatif dan ASN penunjangnya 9 Desember 2024: https://t.co/xBvZevTwPf #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta https://t.co/FvHYm5m9Y2","1938592362219164077","https://pbs.twimg.com/media/GudDea6bcAAggeh.jpg","","in","","0","0","0","https://x.com/undefined/status/1938592362219164077","1604064608913723394",
"1938590371241713965","Fri Jun 27 13:28:57 +0000 2025","0","IKN kini mangkrak! Jokowi biadab. Alam paru2 dunia sudah bagus2 menjalankan perannya eh ditanami beton oleh Jokowi. Jokowi biadab pada masyarakat Indonesia dan alam Kalimantan. 11/2/2025 #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta","1938590376769749067","","ArtaN7707","in","","0","0","0","https://x.com/undefined/status/1938590376769749067","1604064608913723394",
"1938590371241713965","Fri Jun 27 13:28:56 +0000 2025","8"," IKN terkini tanpa editing pencitraan (NenkMonica 11/2/2025) Tanah2 &amp; rumah2 rakyat digusur. Ganti rugi 6.700 rupiah per meter. Setelah itu mangkrak. Sementara itu Ibu kota DKI dikudeta Aguan Jokowi &amp; RRC. Indonesia sdg dimusnahkan oleh Jokowi #KembalikanIbuKotaKeJakarta https://t.co/i8t9qQeUsZ","1938590371241713965","https://pbs.twimg.com/amplify_video_thumb/1938590310860546048/img/bfrZNe8rXm-fgoXj.jpg","","in","","0","3","0","https://x.com/undefined/status/1938590371241713965","1604064608913723394",
"1938582283998609907","Fri Jun 27 13:03:21 +0000 2025","4","@sociotalker Kirain lagi ngomongin ikn prof","1938583934843097171","","sociotalker","in","","0","1","0","https://x.com/undefined/status/1938583934843097171","1241718843812147203",
"1938582838007505351","Fri Jun 27 12:59:00 +0000 2025","0","Gubernur Kaltim Rudy Mas ud Usulkan Jalur Kukar-Kubar Jadi Pintu Masuk IKN #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/4UiR8HNzTq","1938582838007505351","","","in","","0","0","5","https://x.com/undefined/status/1938582838007505351","721898354502930433",
"1938574708481622347","Fri Jun 27 12:26:42 +0000 2025","0","Kurang menggigit : seharusnya agar lebih menggigit mestinya harus segera membacakan Dekrit Presiden RI 2025 yang berisi : 1. Kembali kepada UUD 1945. 2. Jakarta tetap sebagai ibu kota negara dan IKN sebagai Musium Kim Jong Wi. 3. Di Persilahkan DPR/ MPR memilih wapres baru.","1938574708481622347","","","in","","0","0","0","https://x.com/undefined/status/1938574708481622347","1756352902048997376",
"1938573373845717400","Fri Jun 27 12:21:23 +0000 2025","0","menyadari kebun gue rungkut banget kayak IKN gue memutuskan untuk rapi rapi","1938573373845717400","","","in","","0","0","0","https://x.com/undefined/status/1938573373845717400","1888476965927297024",
"1938562362765971510","Fri Jun 27 12:15:21 +0000 2025","4","@berkasih_m63350 Dengan baranh bukti lebih dari 2 jenis seharusnya polisi segera gercep skandal Ijazah Palsu Jokowi. #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta IKN udah jadi kota hantu apalagi yang dipertahankan? Indonesia negara besar tapi Ibu Kotanya seperti kota mati !!! https://t.co/Rzsfj97GfH","1938571852936630634","https://pbs.twimg.com/media/Gucw05raoAAqa2M.jpg","berkasih_m63350","in","","0","0","3","https://x.com/undefined/status/1938571852936630634","1568276014534623233",
"1938429554382803304","Fri Jun 27 12:05:22 +0000 2025","0","@ch_chotimah2 @prabowo Si Fufufafa memang disuruh tinggal di IKN untuk menjaga hutan belantara di sana.","1938569340095475918","","ch_chotimah2","in","","0","0","0","https://x.com/undefined/status/1938569340095475918","2372201718",
"1938564642655363204","Fri Jun 27 11:46:42 +0000 2025","3","Hahaha gimana ini Den ? #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta IKN udah jadi kota hantu apalagi yang dipertahankan? Indonesia negara besar tapi Ibu Kotanya seperti kota mati !!!¹","1938564642655363204","","","in","","0","1","3","https://x.com/undefined/status/1938564642655363204","1568276014534623233",
"1938270015570252067","Fri Jun 27 11:43:14 +0000 2025","0","@yoonkiemiiin fakyuuuu mulyono duit ikn bisa dibikin kereta2an di kalimantan padahal ","1938563770663698733","","yoonkiemiiin","in","","0","1","0","https://x.com/undefined/status/1938563770663698733","1678279164",
"1938469844497600811","Fri Jun 27 11:42:48 +0000 2025","0","@detikcom Dejavu kereta ikn yg akhirnya ditarim yg punya","1938563660793729267","","detikcom","in","","0","0","0","https://x.com/undefined/status/1938563660793729267","1113309271838535680",
"1938562380642025563","Fri Jun 27 11:37:42 +0000 2025","0","IKN RAMEH BANGET ANJING","1938562380642025563","","","in","","0","0","0","https://x.com/undefined/status/1938562380642025563","844557611659755520",
"1938560422820684037","Fri Jun 27 11:29:56 +0000 2025","1","Ingat Jim Buang Anak Ter Nyata Benar Kini Jinnya Pada Beranak Pinak di Seputaran IKN Mangkrak","1938560422820684037","","","in","","0","0","0","https://x.com/undefined/status/1938560422820684037","1454008204027854853",
"1938067570525147341","Fri Jun 27 11:26:32 +0000 2025","0","@levanamarc @Indonesiaguyub @GNFI Gimana gak pesimis kalo pejabatnya selalu ngide aneh² tapi eksekusinya selalu berantakan. Contoh yg udah kejadian : IKN gas wajib beli di pangkalan MBG Kurikulum Merdeka dan masih banyak lagi.","1938559567832748462","","levanamarc","in","","0","0","0","https://x.com/undefined/status/1938559567832748462","1350357237680676871",
"1938556332065591673","Fri Jun 27 11:25:18 +0000 2025","0","@Arihaitham kasian ikn digundulin","1938559256384708819","","Arihaitham","in","","0","0","0","https://x.com/undefined/status/1938559256384708819","1653070009990803457",
"1938556332065591673","Fri Jun 27 11:13:40 +0000 2025","0","IKN pamit dari stok poker. Saat ini IKN sudah hijau kembali setelah reboisasi https://t.co/Ci6qgqm268","1938556332065591673","https://pbs.twimg.com/media/GucitfnaEAAgL2R.jpg","","in","","0","1","0","https://x.com/undefined/status/1938556332065591673","1794249687639412736",
"1938553959440093584","Fri Jun 27 11:10:52 +0000 2025","0","@officialJKT48 se BU itu lu jot atau semaniak dan kapitalis itu? udh kayak gelagat pemerintah yg malakin rakyat buat nombok IKN sama MBG","1938555624218042605","","officialJKT48","in","","0","1","0","https://x.com/undefined/status/1938555624218042605","1732688890602110976",
"1938553191777661179","Fri Jun 27 11:01:12 +0000 2025","13","Tinggal tangkap oknumnya Pak Polisi akhirnya semua terbuka bhw Ijazah Jokowi benar2 Palsu. #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta IKN udah jadi kota hantu apalagi yang dipertahankan? Indonesia negara besar tapi Ibu Kotanya seperti kota mati !!!","1938553191777661179","","","in","","0","1","8","https://x.com/undefined/status/1938553191777661179","1627360217758572544",
"1938552606311297315","Fri Jun 27 10:58:52 +0000 2025","10","Modar kowe Wi !!! #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta IKN udah jadi kota hantu apalagi yang dipertahankan? Indonesia negara besar tapi Ibu Kotanya seperti kota mati !!!¹","1938552606311297315","","","in","","0","3","7","https://x.com/undefined/status/1938552606311297315","1627360217758572544",
"1938551721195909369","Fri Jun 27 10:55:21 +0000 2025","3","Trending Topic #KembalikanIbuKotaKeJakarta #KembalikanIbuKotaKeJakarta IKN udah jadi kota hantu apalagi yang dipertahankan? Indonesia negara besar tapi Ibu Kotanya seperti kota mati !!!¹ https://t.co/O2qp0DrMy0","1938551721195909369","https://pbs.twimg.com/media/GucehIDbMAAijsG.jpg","","in","","0","10","4","https://x.com/undefined/status/1938551721195909369","1627360217758572544",
